CódigoIBGE;CódigoMunicípio;Município;Estado;Regiao;Ano;PopTotalAgua;PopTotalEsgotamento;VolumeAguaProduzido;VolumeAguaConsumido;ConsumoAguaPercapita;ConsumoEnergiaEletrica;ConsumoEnergiaPercapita;InvestimentoTotalEstado;InvestimentoPercapita;QuantidadeParalizacoes;DuracaoParalizacoes;QuantidadeReclamacoes
4200705;420070;Alfredo Wagner;SC;S;2019;10036;10036;278.89;158.87;0.02;180.6;0.02;0;0;0;0;392
4200754;420075;Alto Bela Vista;SC;S;2019;1937;;77.71;61.2;0.03;0;0;0;0;2;12;10
4200804;420080;Anchieta;SC;S;2019;5638;;219.2;147.88;0.03;475.6;0.08;0;0;1;8;313
4200903;420090;Angelina;SC;S;2019;4801;;62.77;48.26;0.01;2.1;0;0;0;0;0;143
4201000;420100;Anita Garibaldi;SC;S;2019;7133;;346.36;223.39;0.03;214.68;0.03;0;0;0;0;773
4201109;420110;Anitápolis;SC;S;2019;3232;;130;120;0.04;4.7;0;0;0;5;30;1
4201208;420120;Antônio Carlos;SC;S;2019;8513;;460.67;343.62;0.04;20.62;0;0;0;0;0;836
4201257;420125;Apiúna;SC;S;2019;10743;;0;353.08;0.03;571.13;0.05;0;0;0;0;899
4201273;420127;Arabutã;SC;S;2019;4267;;117;95;0.02;100;0.02;0;0;0;0;35
4201307;420130;Araquari;SC;S;2019;38129;38129;1410.09;1107.93;0.03;794.36;0.02;0;0;0;0;4563
4201406;420140;Araranguá;SC;S;2019;68228;68228;3783.02;3308.69;0.05;1361.29;0.02;0;0;0;0;302
4201505;420150;Armazém;SC;S;2019;8674;;265.17;186.36;0.02;176.83;0.02;0;0;0;0;544
4201604;420160;Arroio Trinta;SC;S;2019;3550;3550;210.83;136.84;0.04;395.9;0.11;0;0;3;48;430
4201653;420165;Arvoredo;SC;S;2019;2240;;95;91;0.04;0;0;0;0;2;18;70
4201703;420170;Ascurra;SC;S;2019;7934;;2148.8;1802.83;0.23;372.04;0.05;0;0;0;0;1185
4201802;420180;Atalanta;SC;S;2019;3210;;80.66;60.45;0.02;66.48;0.02;0;0;0;0;136
4201901;420190;Aurora;SC;S;2019;5679;;0;80.46;0.01;115.72;0.02;0;0;0;0;392
4201950;420195;Balneário Arroio do Silva;SC;S;2019;13071;;1974;1374;0.11;346.5;0.03;0;0;0;0;15599
4202057;420205;Balneário Barra do Sul;SC;S;2019;10795;;1140.03;856.31;0.08;648.77;0.06;0;0;0;0;2653
4202008;420200;Balneário Camboriú;SC;S;2019;142295;142295;22094.38;21370.37;0.15;7101.6;0.05;0;0;0;0;91352
4202073;420207;Balneário Gaivota;SC;S;2019;10979;;626.35;433.03;0.04;277.87;0.03;;0;2;12;12140
4212809;421280;Balneário Piçarras;SC;S;2019;23147;;4614.94;3811.36;0.16;1334.41;0.06;0;0;0;0;6274
4220000;422000;Balneário Rincão;SC;S;2019;12760;;4554.32;2491.63;0.2;1736.59;0.14;0;0;1;8;6235
4202081;420208;Bandeirante;SC;S;2019;2678;;77.46;45.11;0.02;83.43;0.03;0;0;0;0;163
4202099;420209;Barra Bonita;SC;S;2019;1677;;30.99;19.39;0.01;31.59;0.02;0;0;0;0;18
4202107;420210;Barra Velha;SC;S;2019;29168;;3699.49;2322.59;0.08;1362.02;0.05;0;0;0;0;9280
4202131;420213;Bela Vista do Toldo;SC;S;2019;6337;;79.77;43.02;0.01;63;0.01;0;0;0;0;141
4202156;420215;Belmonte;SC;S;2019;2706;;0;47.62;0.02;131.22;0.05;0;0;0;0;164
4202206;420220;Benedito Novo;SC;S;2019;11652;;316.91;233.82;0.02;15.04;0;0;0;0;0;647
4202305;420230;Biguaçu;SC;S;2019;68481;;544.03;3145.18;0.05;1733.06;0.03;0;0;0;0;12026
4202404;420240;Blumenau;SC;S;2019;357199;357199;31737.83;19997.88;0.06;20845.2;0.06;0;0;110;3725;39130
4202438;420243;Bocaina do Sul;SC;S;2019;3474;;100.26;63.65;0.02;72.14;0.02;0;0;0;0;172
4202453;420245;Bombinhas;SC;S;2019;19769;19769;1997.53;1674.36;0.08;1930.84;0.1;0;0;0;0;33096
4202503;420250;Bom Jardim da Serra;SC;S;2019;4743;4743;150.44;105.29;0.02;29.55;0.01;0;0;0;0;698
4202537;420253;Bom Jesus;SC;S;2019;3010;;109.28;66.13;0.02;163.57;0.05;0;0;1;6;192
4202578;420257;Bom Jesus do Oeste;SC;S;2019;2142;;55.74;41.19;0.02;89.92;0.04;0;0;0;0;131
4202602;420260;Bom Retiro;SC;S;2019;9966;;427.15;304.1;0.03;440.67;0.04;0;0;0;0;868
4202701;420270;Botuverá;SC;S;2019;5246;;81.66;62.61;0.01;85.89;0.02;0;0;2;20;105
4202800;420280;Braço do Norte;SC;S;2019;33450;33450;1981.46;1134.75;0.03;837.44;0.03;0;0;0;0;4536
4202859;420285;Braço do Trombudo;SC;S;2019;3743;;226.85;151.08;0.04;164.85;0.04;0;0;1;7;10
4202875;420287;Brunópolis;SC;S;2019;2420;;200;180;0.07;;0;;0;3;70;21
4202909;420290;Brusque;SC;S;2019;134723;;10300;7185.79;0.05;5910.13;0.04;0;0;0;0;18000
4203006;420300;Caçador;SC;S;2019;78595;;3984.33;2505.1;0.03;3376.1;0.04;0;0;0;0;43753
4203105;420310;Caibi;SC;S;2019;6148;;1153.37;1009;0.16;458.62;0.07;0;0;0;0;440
4203154;420315;Calmon;SC;S;2019;3346;;163.64;71.33;0.02;112.01;0.03;0;0;0;0;674
4203204;420320;Camboriú;SC;S;2019;82989;;0;4668.5;0.06;607.03;0.01;0;0;0;0;53869
4203303;420330;Campo Alegre;SC;S;2019;11978;;1082.23;689;0.06;;0;0;0;0;0;1271
4203402;420340;Campo Belo do Sul;SC;S;2019;7016;;274.51;203.44;0.03;182.24;0.03;0;0;0;0;780
4203501;420350;Campo Erê;SC;S;2019;8526;;496.15;313.99;0.04;556.65;0.07;0;0;3;48;801
4203600;420360;Campos Novos;SC;S;2019;36244;36244;2570.11;1538.41;0.04;2294.79;0.06;0;0;0;0;2620
4203709;420370;Canelinha;SC;S;2019;12240;;940;511.71;0.04;62.66;0.01;0;0;0;0;8750
4203808;420380;Canoinhas;SC;S;2019;54401;54401;4785.17;2721.82;0.05;2786.17;0.05;0;0;0;0;6145
4203253;420325;Capão Alto;SC;S;2019;2525;2525;73.61;47.86;0.02;57.5;0.02;0;0;0;0;149
4203907;420390;Capinzal;SC;S;2019;22848;22848;1776.01;1397.73;0.06;2156.09;0.09;;0;0;0;2468
4203956;420395;Capivari de Baixo;SC;S;2019;24871;;0;1021.86;0.04;640.8;0.03;;0;4;72;12209
4204004;420400;Catanduvas;SC;S;2019;10861;10861;626.18;413.23;0.04;724.38;0.07;0;0;0;0;1425
4204103;420410;Caxambu do Sul;SC;S;2019;3642;;178.63;113.2;0.03;117.74;0.03;0;0;0;0;249
4204152;420415;Celso Ramos;SC;S;2019;2728;;88.12;54.43;0.02;74.4;0.03;0;0;1;6;121
4204178;420417;Cerro Negro;SC;S;2019;3124;3124;74.8;49.74;0.02;76.91;0.02;0;0;0;0;361
4204194;420419;Chapadão do Lageado;SC;S;2019;2988;;24.51;20.18;0.01;37.34;0.01;0;0;0;0;21
4204202;420420;Chapecó;SC;S;2019;220367;220367;15663.44;8443.29;0.04;17027.65;0.08;0;0;0;0;21952
4204251;420425;Cocal do Sul;SC;S;2019;16684;;1466.27;957.49;0.06;844.81;0.05;0;0;0;0;1416
4204301;420430;Concórdia;SC;S;2019;74641;74641;6490.71;3044.48;0.04;13536.72;0.18;0;0;0;0;11506
4204350;420435;Cordilheira Alta;SC;S;2019;4453;4453;320;218;0.05;;0;;0;10;70;110
4204400;420440;Coronel Freitas;SC;S;2019;9981;;700.49;270.89;0.03;896.95;0.09;0;0;0;0;838
4204459;420445;Coronel Martins;SC;S;2019;2549;;45.5;35.23;0.01;69.59;0.03;0;0;0;0;132
4204558;420455;Correia Pinto;SC;S;2019;12795;;968.77;596.24;0.05;432.11;0.03;0;0;0;0;1649
4204509;420450;Corupá;SC;S;2019;15909;;967.71;585.12;0.04;;0;0;0;14;96;11942
4204608;420460;Criciúma;SC;S;2019;215186;215186;26581.6;19826.33;0.09;7307.04;0.03;0;0;0;0;29731
4204707;420470;Cunha Porã;SC;S;2019;11086;;654.34;323.13;0.03;649.15;0.06;0;0;0;0;635
4204756;420475;Cunhataí;SC;S;2019;1962;;60.17;34.14;0.02;105.49;0.05;0;0;5;68;40
4204806;420480;Curitibanos;SC;S;2019;39745;;2944.48;1589.89;0.04;3205.02;0.08;0;0;35;279;5669
4204905;420490;Descanso;SC;S;2019;8250;;478.35;277.85;0.03;582.81;0.07;0;0;0;0;969
4205001;420500;Dionísio Cerqueira;SC;S;2019;15498;15498;1448.79;1068.36;0.07;691.41;0.04;0;0;0;0;1403
4205100;420510;Dona Emma;SC;S;2019;4146;;133.16;102.3;0.02;124.37;0.03;0;0;0;0;85
4205159;420515;Doutor Pedrinho;SC;S;2019;4064;;150.37;99.32;0.02;47.19;0.01;0;0;0;0;392
4205175;420517;Entre Rios;SC;S;2019;3203;3203;26.56;22.3;0.01;;0;0;0;18;149;56
4205191;420519;Ermo;SC;S;2019;2063;;0;40.22;0.02;6.45;0;0;0;0;0;209
4205209;420520;Erval Velho;SC;S;2019;4412;4412;284.47;156.23;0.04;248.48;0.06;0;0;0;0;592
4205308;420530;Faxinal dos Guedes;SC;S;2019;10667;10667;663.77;373.1;0.03;743.31;0.07;0;0;2;24;1070
4205357;420535;Flor do Sertão;SC;S;2019;1582;;70;58;0.04;53;0.03;0;0;0;0;60
4205407;420540;Florianópolis;SC;S;2019;500973;500973;22243.52;60396.81;0.12;19101.74;0.04;0;0;0;0;64971
4205431;420543;Formosa do Sul;SC;S;2019;2510;;91.59;52.31;0.02;44.8;0.02;0;0;0;0;123
4205456;420545;Forquilhinha;SC;S;2019;26793;26793;0;3341.67;0.12;279.59;0.01;0;0;0;0;2727
4205506;420550;Fraiburgo;SC;S;2019;36443;36443;2571.52;1477.18;0.04;2261.74;0.06;0;0;21;218;6478
4205555;420555;Frei Rogério;SC;S;2019;;;;;0;;0;;0;;;
4205605;420560;Galvão;SC;S;2019;2873;2873;205.73;95.2;0.03;176.77;0.06;0;0;0;0;420
4205704;420570;Garopaba;SC;S;2019;23078;;2021.41;1366.17;0.06;1124.57;0.05;0;0;0;0;3247
4205803;420580;Garuva;SC;S;2019;18145;;946.08;663.81;0.04;;0;0;0;0;0;8205
4205902;420590;Gaspar;SC;S;2019;69639;69639;5453.42;3759.97;0.05;1874.3;0.03;0;0;3;22;33152
4206009;420600;Governador Celso Ramos;SC;S;2019;14471;;3211;2694.56;0.19;406;0.03;0;0;4;48;2238
4206108;420610;Grão Pará;SC;S;2019;6569;;163;160;0.02;34;0.01;0;0;0;0;980
4206207;420620;Gravatal;SC;S;2019;11501;11501;640.91;369.37;0.03;87.59;0.01;0;0;0;0;3426
4206306;420630;Guabiruba;SC;S;2019;23832;;969.01;567.16;0.02;368.39;0.02;0;0;0;0;10340
4206405;420640;Guaraciaba;SC;S;2019;10090;;377.59;236.1;0.02;795.16;0.08;0;0;2;12;549
4206504;420650;Guaramirim;SC;S;2019;44819;;3318.46;1601.99;0.04;2067.92;0.05;0;0;0;0;21801
4206603;420660;Guarujá do Sul;SC;S;2019;5160;;258.79;163.61;0.03;285.3;0.06;0;0;0;0;440
4206652;420665;Guatambú;SC;S;2019;4704;;182.71;138.65;0.03;822.6;0.17;0;0;0;0;367
4206702;420670;Herval D Oeste;SC;S;2019;22606;22606;1686.31;1113.68;0.05;1473.08;0.07;;0;1;7;14113
4206751;420675;Ibiam;SC;S;2019;1957;1957;54.66;41.97;0.02;39.81;0.02;0;0;1;6;61
4206801;420680;Ibicaré;SC;S;2019;3202;;161.98;93.88;0.03;250.45;0.08;0;0;0;0;72
4206900;420690;Ibirama;SC;S;2019;18950;;997.65;850.32;0.04;645.95;0.03;0;0;0;0;3410
4207007;420700;Içara;SC;S;2019;56421;56421;0;2206.33;0.04;525.82;0.01;0;0;0;0;7649
4207106;420710;Ilhota;SC;S;2019;14184;14184;1045;539;0.04;419.55;0.03;0;0;0;0;4717
4207205;420720;Imaruí;SC;S;2019;;;;;0;;0;;0;;;
4207304;420730;Imbituba;SC;S;2019;44853;44853;4005.78;2559.8;0.06;2489.09;0.06;0;0;1;24;22811
4207403;420740;Imbuia;SC;S;2019;6197;;175.24;108.38;0.02;136.69;0.02;0;0;0;0;148
4207502;420750;Indaial;SC;S;2019;69425;69425;5867.12;3180.49;0.05;2952.79;0.04;0;0;0;0;10285
4207577;420757;Iomerê;SC;S;2019;2945;;102.65;63.75;0.02;212.08;0.07;0;0;3;18;133
4207601;420760;Ipira;SC;S;2019;4446;;602.9;499.98;0.11;242.84;0.05;0;0;3;48;250
4207650;420765;Iporã do Oeste;SC;S;2019;8996;;300.87;218.9;0.02;755.09;0.08;0;0;2;12;680
4207684;420768;Ipuaçu;SC;S;2019;7514;;133.32;81.25;0.01;189.64;0.03;0;0;0;0;260
4207700;420770;Ipumirim;SC;S;2019;7593;;290.26;198.59;0.03;314.39;0.04;0;0;0;0;433
4207759;420775;Iraceminha;SC;S;2019;3976;;93.92;64.53;0.02;91.66;0.02;0;0;5;60;127
4207809;420780;Irani;SC;S;2019;10419;;445.79;302.07;0.03;407.48;0.04;0;0;0;0;1030
4207858;420785;Irati;SC;S;2019;1930;;110;50;0.03;;0;;0;1;6;125
4207908;420790;Irineópolis;SC;S;2019;11222;;251.19;176.12;0.02;216.11;0.02;0;0;0;0;480
4208005;420800;Itá;SC;S;2019;6169;6169;359.6;249.3;0.04;945.97;0.15;0;0;0;0;360
4208104;420810;Itaiópolis;SC;S;2019;21669;;720.98;510.93;0.02;858.38;0.04;0;0;0;0;2188
4208203;420820;Itajaí;SC;S;2019;219536;219536;29717.24;23510.05;0.11;12824.8;0.06;0;0;1;11;135536
4208302;420830;Itapema;SC;S;2019;65312;65312;6163.72;5399;0.08;1796.99;0.03;0;0;0;0;56494
4208401;420840;Itapiranga;SC;S;2019;16872;16872;1260;838.6;0.05;3008;0.18;0;0;10;60;1837
4208450;420845;Itapoá;SC;S;2019;20576;;2095;1710;0.08;532;0.03;0;0;7;46;13341
4208500;420850;Ituporanga;SC;S;2019;25086;25086;1631.08;952.76;0.04;1157.98;0.05;0;0;0;0;2922
4208609;420860;Jaborá;SC;S;2019;3936;;149.82;106.07;0.03;184.74;0.05;0;0;0;0;254
4208708;420870;Jacinto Machado;SC;S;2019;10416;;638;638;0.06;222;0.02;0;0;0;0;1134
4208807;420880;Jaguaruna;SC;S;2019;20024;;1294.05;988.26;0.05;610.05;0.03;0;0;5;42;2318
4208906;420890;Jaraguá do Sul;SC;S;2019;177697;177697;14103;8916.69;0.05;7952.6;0.04;0;0;47;850;85641
4208955;420895;Jardinópolis;SC;S;2019;1570;;71.46;42.94;0.03;168.72;0.11;0;0;0;0;135
4209003;420900;Joaçaba;SC;S;2019;30118;30118;2718.91;1931.56;0.06;3319;0.11;;0;0;0;19296
4209102;420910;Joinville;SC;S;2019;590466;590466;65131;35597;0.06;30520.5;0.05;0;0;19;187;671045
4209151;420915;José Boiteux;SC;S;2019;4997;;137.7;108.26;0.02;53.86;0.01;0;0;0;0;139
4209177;420917;Jupiá;SC;S;2019;2101;;61.53;48.89;0.02;97.43;0.05;0;0;0;0;167
4209201;420920;Lacerdópolis;SC;S;2019;2246;;131.39;67.25;0.03;101.68;0.05;0;0;0;0;136
4209300;420930;Lages;SC;S;2019;157544;157544;18838.02;9876.99;0.06;10807.13;0.07;0;0;20;161;153976
4209409;420940;Laguna;SC;S;2019;45814;45814;3814.97;2571.59;0.06;2582.43;0.06;0;0;0;0;6597
4209458;420945;Lajeado Grande;SC;S;2019;1427;;75.94;34.7;0.02;86.57;0.06;0;0;0;0;90
4209508;420950;Laurentino;SC;S;2019;6970;;0;251.56;0.04;396.94;0.06;0;0;0;0;497
4209607;420960;Lauro Muller;SC;S;2019;15244;;694.38;408.55;0.03;70.9;0;0;0;0;0;1444
4209706;420970;Lebon Régis;SC;S;2019;12107;;525.98;317.72;0.03;429.39;0.04;0;0;0;0;1397
4209805;420980;Leoberto Leal;SC;S;2019;3041;;67.5;41.61;0.01;10.47;0;0;0;0;0;71
4209854;420985;Lindóia do Sul;SC;S;2019;4563;;168.14;116.51;0.03;183.61;0.04;0;0;2;18;419
4209904;420990;Lontras;SC;S;2019;12130;;0;462.15;0.04;911.5;0.08;0;0;0;0;1541
4210001;421000;Luiz Alves;SC;S;2019;12859;;299.82;188.88;0.01;387.76;0.03;0;0;1;8;637
4210035;421003;Luzerna;SC;S;2019;5685;5685;469.95;303.62;0.05;404.38;0.07;;0;0;0;4397
4210050;421005;Macieira;SC;S;2019;1775;;35.13;28.13;0.02;77.14;0.04;0;0;0;0;137
4210100;421010;Mafra;SC;S;2019;56292;;4322.63;2133.12;0.04;2765.18;0.05;0;0;0;0;6050
4210209;421020;Major Gercino;SC;S;2019;3442;;85.62;43.66;0.01;1.9;0;0;0;0;0;146
4210308;421030;Major Vieira;SC;S;2019;8103;;215.46;118.7;0.01;197.6;0.02;0;0;0;0;273
4210407;421040;Maracajá;SC;S;2019;7293;;0;218.39;0.03;33.77;0;0;0;0;0;621
4210506;421050;Maravilha;SC;S;2019;25762;;1826.83;993.94;0.04;1899.53;0.07;0;0;0;0;2347
4210555;421055;Marema;SC;S;2019;1797;;60.37;40.72;0.02;54.76;0.03;0;0;0;0;159
4210605;421060;Massaranduba;SC;S;2019;16916;;784.93;337.11;0.02;89.65;0.01;0;0;1;10;4757
4210704;421070;Matos Costa;SC;S;2019;2520;;125.74;57.53;0.02;122.92;0.05;0;0;0;0;121
4210803;421080;Meleiro;SC;S;2019;7015;;280;212;0.03;182.73;0.03;0;0;1;6;237
4210852;421085;Mirim Doce;SC;S;2019;2309;;58.51;47.6;0.02;1.17;0;0;0;0;0;121
4210902;421090;Modelo;SC;S;2019;4209;4209;187.47;126.54;0.03;199.57;0.05;0;0;0;0;405
4211009;421100;Mondaí;SC;S;2019;11742;;563.31;322.55;0.03;448.41;0.04;0;0;0;0;533
4211058;421105;Monte Carlo;SC;S;2019;9866;;350;250;0.03;;0;0;0;30;510;50
4211108;421110;Monte Castelo;SC;S;2019;8275;;386.67;195.17;0.02;444.26;0.05;0;0;0;0;699
4211207;421120;Morro da Fumaça;SC;S;2019;17796;;1227.1;920.06;0.05;788.9;0.04;0;0;0;0;3682
4211256;421125;Morro Grande;SC;S;2019;2893;;500;450;0.16;;0;;0;0;0;60
4211306;421130;Navegantes;SC;S;2019;81475;;0;3816.5;0.05;1018.22;0.01;0;0;2;15;20325
4211405;421140;Nova Erechim;SC;S;2019;5019;;258.82;157.16;0.03;558.74;0.11;0;0;0;0;402
4211454;421145;Nova Itaberaba;SC;S;2019;4331;;74.67;70.35;0.02;385.81;0.09;0;0;0;0;82
4211504;421150;Nova Trento;SC;S;2019;14549;;820;582.73;0.04;158.78;0.01;0;0;0;0;1060
4211603;421160;Nova Veneza;SC;S;2019;15166;;0;535.66;0.04;373.12;0.02;0;0;0;0;1521
4211652;421165;Novo Horizonte;SC;S;2019;2442;;0;43.48;0.02;147.39;0.06;0;0;0;0;215
4211702;421170;Orleans;SC;S;2019;22912;22912;1927.2;1137;0.05;815;0.04;0;0;0;0;7627
4211751;421175;Otacílio Costa;SC;S;2019;18744;18744;1396.23;803.44;0.04;1007.24;0.05;0;0;0;0;3029
4211801;421180;Ouro;SC;S;2019;7295;7295;23.43;274.27;0.04;212.14;0.03;;0;0;0;947
4211850;421185;Ouro Verde;SC;S;2019;2217;;87.81;49.43;0.02;89.84;0.04;0;0;2;15;222
4211876;421187;Paial;SC;S;2019;;;;;0;;0;;0;;;
4211892;421189;Painel;SC;S;2019;2359;;62.51;44.47;0.02;67.74;0.03;0;0;0;0;200
4211900;421190;Palhoça;SC;S;2019;171797;171797;904;11495;0.07;194.56;0;0;0;24;288;273
4212007;421200;Palma Sola;SC;S;2019;7423;;394.31;233.56;0.03;470.54;0.06;0;0;0;0;671
4212056;421205;Palmeira;SC;S;2019;2627;;101.28;59.6;0.02;106.17;0.04;0;0;0;0;197
4212106;421210;Palmitos;SC;S;2019;16169;;0;470.03;0.03;1201.42;0.07;0;0;0;0;1125
4212205;421220;Papanduva;SC;S;2019;19320;;725.32;446.8;0.02;;0;0;0;10;60;1080
4212239;421223;Paraíso;SC;S;2019;3437;;113.79;67.81;0.02;1160.89;0.34;0;0;0;0;218
4212254;421225;Passo de Torres;SC;S;2019;8823;;450.6;285.05;0.03;182.46;0.02;0;0;0;0;659
4212270;421227;Passos Maia;SC;S;2019;4147;;105.21;72.38;0.02;96.38;0.02;0;0;0;0;224
4212304;421230;Paulo Lopes;SC;S;2019;7494;;363.2;193.85;0.03;194.1;0.03;0;0;0;0;1016
4212403;421240;Pedras Grandes;SC;S;2019;3976;;259.2;210.8;0.05;;0;0;0;2;14;50
4212502;421250;Penha;SC;S;2019;32531;;434.99;1965.3;0.06;348.87;0.01;0;0;0;0;36380
4212601;421260;Peritiba;SC;S;2019;2787;;120.33;88.09;0.03;130.67;0.05;0;0;0;0;123
4212650;421265;Pescaria Brava;SC;S;2019;10091;;28.38;93.83;0.01;0;0;0;0;0;0;830
4212700;421270;Petrolândia;SC;S;2019;5937;;239.55;103.6;0.02;133.62;0.02;0;0;0;0;153
4212908;421290;Pinhalzinho;SC;S;2019;20313;;1303.45;783.69;0.04;2244.31;0.11;0;0;0;0;1439
4213005;421300;Pinheiro Preto;SC;S;2019;3555;3555;181.69;121.92;0.03;173.22;0.05;0;0;0;0;542
4213104;421310;Piratuba;SC;S;2019;3854;;0;234.92;0.06;431.15;0.11;0;0;0;0;425
4213153;421315;Planalto Alegre;SC;S;2019;2870;2870;105.3;100;0.03;;0;;0;1;12;12
4213203;421320;Pomerode;SC;S;2019;33447;33447;2535;1622;0.05;1168.97;0.03;0;0;2;18;11548
4213302;421330;Ponte Alta;SC;S;2019;4682;;273.55;166.65;0.04;348.47;0.07;0;0;3;23;436
4213351;421335;Ponte Alta do Norte;SC;S;2019;3414;;281.55;120.41;0.04;219.96;0.06;0;0;0;0;339
4213401;421340;Ponte Serrada;SC;S;2019;11593;11593;656.89;313.11;0.03;625.78;0.05;0;0;0;0;1051
4213500;421350;Porto Belo;SC;S;2019;21388;;2179.38;1489.28;0.07;1876.92;0.09;0;0;0;0;3213
4213609;421360;Porto União;SC;S;2019;35398;35398;53.87;1430.8;0.04;872.83;0.02;0;0;0;0;8584
4213708;421370;Pouso Redondo;SC;S;2019;17453;;957.8;416.97;0.02;204.32;0.01;0;0;0;0;1157
4213807;421380;Praia Grande;SC;S;2019;7319;7319;483.33;313.15;0.04;214.68;0.03;0;0;0;0;2174
4213906;421390;Presidente Castello Branco;SC;S;2019;1568;;40.67;32.74;0.02;23.03;0.01;0;0;0;0;77
4214003;421400;Presidente Getúlio;SC;S;2019;17471;;1198.36;834.42;0.05;1003.9;0.06;0;0;0;0;6581
4214102;421410;Presidente Nereu;SC;S;2019;2287;;60.45;40.21;0.02;1.06;0;0;0;0;0;74
4214151;421415;Princesa;SC;S;2019;2924;;156.16;85.05;0.03;272.28;0.09;0;0;2;54;97
4214201;421420;Quilombo;SC;S;2019;9887;;627.5;240.57;0.02;1305.59;0.13;0;0;0;0;1192
4214300;421430;Rancho Queimado;SC;S;2019;2878;2878;83.63;59.11;0.02;90.55;0.03;0;0;0;0;233
4214409;421440;Rio das Antas;SC;S;2019;6205;;285.44;135.78;0.02;206.51;0.03;0;0;2;24;649
4214508;421450;Rio do Campo;SC;S;2019;5940;;224.1;184.64;0.03;66.57;0.01;0;0;0;0;331
4214607;421460;Rio do Oeste;SC;S;2019;7489;;317.87;204.99;0.03;195.52;0.03;0;0;1;6;417
4214706;421470;Rio dos Cedros;SC;S;2019;11676;;375.68;315.47;0.03;27.82;0;0;0;0;0;632
4214805;421480;Rio do Sul;SC;S;2019;71061;;9203.73;5329.33;0.07;5926.88;0.08;0;0;0;0;11541
4214904;421490;Rio Fortuna;SC;S;2019;4611;;129.24;100.92;0.02;44.1;0.01;0;0;2;19;363
4215000;421500;Rio Negrinho;SC;S;2019;42302;42302;2835.96;1846.1;0.04;2012.46;0.05;0;0;0;0;352
4215059;421505;Rio Rufino;SC;S;2019;2483;;83;75;0.03;;0;0;0;5;50;22
4215075;421507;Riqueza;SC;S;2019;4598;;174.75;120.12;0.03;144.8;0.03;0;0;5;62;215
4215109;421510;Rodeio;SC;S;2019;11551;;0;350.28;0.03;402.45;0.03;0;0;0;0;1385
4215208;421520;Romelândia;SC;S;2019;4786;;120.46;75.65;0.02;145.02;0.03;0;0;0;0;272
4215307;421530;Salete;SC;S;2019;7642;;386.79;240.23;0.03;25.13;0;0;0;0;0;492
4215356;421535;Saltinho;SC;S;2019;3781;;102.61;61.83;0.02;143.35;0.04;0;0;0;0;154
4215406;421540;Salto Veloso;SC;S;2019;4718;;230.78;163.13;0.03;219.93;0.05;0;0;4;34;385
4215455;421545;Sangão;SC;S;2019;;;;;0;;0;;0;;;
4215505;421550;Santa Cecília;SC;S;2019;16830;;778.57;547.35;0.03;1107.94;0.07;0;0;1;12;1319
4215554;421555;Santa Helena;SC;S;2019;2223;;140;120;0.05;156;0.07;0;0;3;18;25
4215604;421560;Santa Rosa de Lima;SC;S;2019;2142;;46.2;32.18;0.02;16.4;0.01;0;0;0;0;52
4215653;421565;Santa Rosa do Sul;SC;S;2019;8358;;510;460;0.06;474;0.06;0;0;8;54;384
4215679;421567;Santa Terezinha;SC;S;2019;8787;;123.01;77.73;0.01;223.63;0.03;0;0;0;0;206
4215687;421568;Santa Terezinha do Progresso;SC;S;2019;2428;;26.67;10.72;0;50.36;0.02;0;0;0;0;391
4215695;421569;Santiago do Sul;SC;S;2019;1260;;132;120;0.1;;0;;0;7;42;18
4215703;421570;Santo Amaro da Imperatriz;SC;S;2019;23245;23245;224.17;1075.48;0.05;361.72;0.02;0;0;0;0;6595
4215802;421580;São Bento do Sul;SC;S;2019;84507;84507;6469;3983;0.05;40882.45;0.48;0;0;0;0;17909
4215752;421575;São Bernardino;SC;S;2019;2336;;51.32;42.73;0.02;81.77;0.04;0;0;0;0;176
4215901;421590;São Bonifácio;SC;S;2019;2838;;49.37;36.99;0.01;1.59;0;0;0;0;0;85
4216008;421600;São Carlos;SC;S;2019;11281;;764.35;599.38;0.05;604.26;0.05;0;0;0;0;1026
4216057;421605;São Cristovão do Sul;SC;S;2019;5549;;301.76;206.7;0.04;347.2;0.06;0;0;0;0;620
4216107;421610;São Domingos;SC;S;2019;9445;;493.32;312.84;0.03;256.2;0.03;0;0;15;120;1287
4216206;421620;São Francisco do Sul;SC;S;2019;52721;;5396.85;3844.04;0.07;2888.25;0.05;0;0;0;0;56304
4216305;421630;São João Batista;SC;S;2019;37424;;2995.92;1619.23;0.04;95.7;0;0;0;0;0;7819
4216354;421635;São João do Itaperiú;SC;S;2019;3733;;35.77;89.91;0.02;77.57;0.02;0;0;0;0;294
4216255;421625;São João do Oeste;SC;S;2019;6381;;372.9;300.73;0.05;132.66;0.02;;0;1;6;46
4216404;421640;São João do Sul;SC;S;2019;7297;;87.5;51.72;0.01;24.32;0;0;0;0;0;180
4216503;421650;São Joaquim;SC;S;2019;26952;26952;1434.94;898.6;0.03;2482.3;0.09;0;0;0;0;3854
4216602;421660;São José;SC;S;2019;246586;246586;304.65;14227.24;0.06;4005.84;0.02;0;0;0;0;33427
4216701;421670;São José do Cedro;SC;S;2019;13829;13829;1122.56;807.3;0.06;368.98;0.03;0;0;0;0;3745
4216800;421680;São José do Cerrito;SC;S;2019;8295;;173.73;102.13;0.01;163.34;0.02;0;0;0;0;575
